id,subject,description,status,priority,type,via_channel,tags,requester_id,assignee_id,group_id,created_at,updated_at,true_category_id_triage,true_category_id_final,taxonomy_version,is_drift_case,is_ambiguous_case,ambiguous_with_category_id,is_injected_new_category
10122,Charged twice,"I was charged twice for order #400538, can you refund the duplicate?",open,normal,problem,email,,50217,921,1,2025-06-25T07:13:48,2025-06-25T20:18:48,PAY-002,PAY-002,1,False,False,,False
10123,Incorrect charge amount,"I was charged twice for order #564586, can you refund the duplicate?",solved,low,problem,web_widget,priority,50053,923,1,2025-07-27T11:38:55,2025-07-27T22:11:55,PAY-002,PAY-002,1,False,False,,False
10124,Incorrect charge amount,"Hi, teh amount charged to my card doesn't match my order total, can you check?",pending,normal,problem,web_widget,,50163,904,2,2025-07-25T07:54:03,2025-07-25T20:01:03,PAY-002,PAY-002,1,False,False,,False
10125,Payment declined,"My card keeps getting declined when I try to check out, even though there are funds available.",solved,low,incident,web_widget,,53082,919,1,2025-07-22T02:15:52,2025-07-22T10:19:52,PAY-001,PAY-001,1,False,False,,False
10126,Defective smartwatch,"Hi, my order arrived and the smartwatch is broken, it won't turn on at all.",solved,low,problem,web_widget,"priority,vip",50393,905,2,2025-08-10T09:20:34,2025-08-10T13:56:34,PRD-001,PRD-001,1,False,False,,False
10127,Need a return label,"Hi, I'd like to return the sunglasses from order #508422, can yuo send me a return label?",open,low,problem,email,,51669,912,1,2025-07-07T19:31:27,2025-07-08T04:12:27,RET-001,GEN-001,1,True,False,,False
10128,Defective sunglasses,"Hi, my order arrived and the sunglasses is broken, it won't turn on at all.",closed,normal,question,web_widget,,52267,917,1,2025-06-04T19:15:00,2025-06-05T01:27:00,PRD-001,PRD-001,1,False,False,,False
10129,Complaint about recent order,"I want to file a complaint, my overall experience with this order has been really disappointing.",solved,low,problem,web_widget,"vip,mobile_app",51026,903,1,2025-07-23T20:19:31,2025-07-24T08:20:31,GEN-001,GEN-001,1,False,False,,False
10130,Defective running shoes,The running shoes I ordered stopped working after 15 days of normal use.,solved,normal,question,web_widget,"ecommerce,priority",51895,914,1,2025-06-28T19:18:31,2025-06-29T09:10:31,PRD-001,ORD-003,1,True,False,,False
10131,Card not working at checkout,"Hi, I'm getting a payment error and can't finish my order.",solved,high,question,web_widget,"vip,ecommerce",53473,925,2,2025-08-02T06:34:10,2025-08-02T13:06:10,PAY-001,PAY-001,1,False,False,,False
10132,Can't complete checkout,"My card keeps getting declined when I try to check out, even though there are funds available.",solved,low,problem,web_widget,,52882,916,1,2025-06-25T21:27:53,2025-06-26T15:07:53,PAY-001,PAY-001,1,False,False,,False
10133,Does this come in other sizes?,"Hi, before I order the desk lamp, does it come in a larger size?",solved,normal,question,email,"vip,ecommerce",50644,911,1,2025-08-14T08:39:07,2025-08-14T16:30:07,PRD-003,PRD-003,1,False,False,,False
10134,Return eligibility,How many days do I have to return something after delivery?,solved,normal,incident,web_widget,"web,ecommerce",50887,914,1,2025-07-13T21:49:55,2025-07-14T07:50:55,RET-004,RET-004,1,False,False,,False
10135,Order #791423 status,"Hello, just checking on the status of order #791423, it's been a few days and I haven't heard anything.",solved,low,task,web_widget,,53595,925,1,2025-08-08T11:36:07,2025-08-08T18:58:07,ORD-001,ORD-001,1,False,False,,False
10136,Delivery delay on #107543,"Hi, my delivery is running late, I ordered the yoga mat over a week ago.",solved,normal,task,email,"ecommerce,priority",52904,923,2,2025-07-23T14:37:33,2025-07-24T06:52:33,ORD-002,ORD-002,1,False,False,,False
10137,My order is late,"Hi, my delivery is running late, I ordered teh sneakers over a week ago.",solved,high,task,web_widget,"vip,ecommerce",51829,925,1,2025-06-15T17:26:06,2025-06-16T01:00:06,ORD-002,ORD-002,1,False,False,,False
10138,Package hasn't arrived yet,Order #788793 was supposed to arrive on Jun 23 and it's still not here. What's going on?,closed,low,incident,web_widget,web,53168,905,1,2025-07-10T22:56:00,2025-07-11T07:33:00,ORD-002,ORD-002,1,False,False,,False
10139,Defective bluetooth speaker,"Hi, my order arrived and the bluetooth speaker is broken, it won't turn on at all.",solved,normal,incident,email,vip,50019,908,1,2025-07-17T01:53:06,2025-07-17T11:05:06,PRD-001,PRD-001,1,False,False,,False
10140,My order never arrived,Order #197527 shows as delivered but I never received anything. I've checked with neighbours and the building office.,pending,high,problem,web_widget,,52115,917,1,2025-08-15T17:55:16,2025-08-16T05:32:16,ORD-003,ORD-003,1,False,False,,False
10141,Defective wireless headphones,"Hi, my order arrived and the wireless headphones is broken, it won't turn on at all.",closed,normal,question,web_widget,priority,50491,902,1,2025-07-31T09:16:31,2025-07-31T20:42:31,PRD-001,PRD-001,1,False,False,,False
10142,Stock availability question,Is there any way to get notified when the winter coat is restocked?,solved,low,incident,web_widget,"priority,ecommerce",51872,903,1,2025-07-12T21:02:20,2025-07-13T08:16:20,PRD-004,PRD-004,1,False,False,,False
10143,Can't log in,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",solved,normal,question,web_widget,vip,52952,908,2,2025-07-21T13:09:27,2025-07-22T06:25:27,ACC-001,ACC-001,1,False,False,,False
10144,Order #120798 missing an item,"I just opened my package for order #120798 and the running shoes is missing, only the rest of the items were inside.",solved,normal,task,web_widget,vip,51478,911,1,2025-08-24T19:38:51,2025-08-25T05:32:51,ORD-004,ACC-003,1,True,False,,False
10145,Package hasn't arrived yet,Order #995706 was supposed to arrive on Jul 10 and it's still not here. What's going on?,solved,low,problem,web_widget,,53063,918,1,2025-07-11T23:40:26,2025-07-12T03:56:26,ORD-002,ORD-002,1,False,False,,False
10146,Product question about laptop sleeve,"Quick question, is the laptop sleeve compatible with older devices?",solved,normal,problem,web_widget,,50537,916,2,2025-06-03T14:24:02,2025-06-04T04:29:02,PRD-003,PRD-003,1,False,False,,False
10147,Coupon issue at checkout,"Hi, I was supposed to get a discount but my order #460589 was charged full price.",solved,low,question,web_widget,,51243,900,1,2025-08-14T05:13:48,2025-08-14T12:29:48,PAY-004,PAY-004,1,False,False,,False
10148,Stock availability question,"Hi, the yoga mat shows as out of stock, do you know when it'll be available again?",solved,low,incident,email,"ecommerce,priority",52116,924,2,2025-07-26T19:35:51,2025-07-27T03:01:51,PRD-004,PRD-004,1,False,False,,False
10149,Where is my refund?,"I returned my order #923892 9 days ago and haven't seen a refund yet, can you check? Hi, the amount charged to my card doesn't match my order total, can you check?",closed,low,question,web_widget,,50369,904,1,2025-06-20T18:27:21,2025-06-21T05:33:21,RET-002,RET-002,1,False,True,PAY-002,False
10150,Return process question,What's the process to send back an item I ordered? It doesn't fit.,solved,normal,incident,web_widget,,51936,912,1,2025-06-29T09:48:59,2025-06-29T19:52:59,RET-001,RET-001,1,False,False,,False
10151,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the smartwatch over a week ago.",closed,low,question,web_widget,web,52380,925,1,2025-08-02T15:50:38,2025-08-03T02:04:38,ORD-002,LOY-001,1,True,False,,False
10152,My order is late,Order #464552 was supposed to arrive on Jun 07 and it's still not here. What's going on?,closed,normal,incident,web_widget,mobile_app,51207,917,1,2025-06-18T06:34:36,2025-06-18T17:24:36,ORD-002,ORD-002,1,False,False,,False
10153,Where is my order?,"Hello, just checking on the status of order #975763, it's been a few days adn I haven't heard anything.",closed,normal,question,email,web,52625,910,1,2025-07-18T14:56:42,2025-07-19T03:49:42,ORD-001,ORD-001,1,False,False,,False
10154,Not happy with my experience,"I want to file a complaint, my overall experience with this order has been really disappointing.",closed,normal,problem,email,"web,mobile_app",50166,923,1,2025-06-28T15:53:04,2025-06-29T07:14:04,GEN-001,GEN-001,1,False,False,,False
10155,Still waiting on refund for #901305,"I returned my order #901305 13 days ago and haven't seen a refund yet, can you check?",solved,high,incident,web_widget,vip,51443,910,1,2025-06-30T13:13:54,2025-06-30T20:28:54,RET-002,RET-002,1,False,False,,False
10156,Lost order #368691,Order #368691 shows as delivered but I never received anything. I've checked with neighbours and the building office.,solved,normal,question,email,,50639,904,1,2025-08-20T23:24:37,2025-08-21T08:53:37,ORD-003,ORD-003,1,False,False,,False
10157,This isn't what I ordered,I ordered the wireless headphones but received a completely different item.,solved,normal,problem,web_widget,"mobile_app,priority",53062,920,2,2025-08-24T12:40:00,2025-08-24T23:42:00,PRD-002,PRD-002,1,False,False,,False
10158,Refund status,"I returned my order #699083 11 days ago and haven't seen a refund yet, can you check?",closed,low,problem,web_widget,"ecommerce,web",53121,904,1,2025-06-19T00:46:31,2025-06-19T09:19:31,RET-002,RET-002,1,False,False,,False
10159,Delivery delay on #972881,"Hi, my delivery is running late, I ordered the wireless headphones over a week ago.",pending,normal,problem,web_widget,priority,53029,901,1,2025-07-27T12:36:59,2025-07-27T20:09:59,ORD-002,ORD-002,1,False,False,,False
10160,Question before buying,"Hi, before I order the winter coat, does it come in a larger size?",solved,low,problem,web_widget,priority,53232,922,1,2025-06-05T19:57:29,2025-06-06T06:28:29,PRD-003,PRD-003,1,False,False,,False
10161,Wrong address on order,"Hi, I think I entered the wrong address for order #625600, could you update it before it ships?",solved,normal,incident,email,web,50075,911,1,2025-07-03T08:20:40,2025-07-04T01:21:40,ORD-005,ORD-005,1,False,False,,False
10162,My order is late,"Hi, my delivery is running late, I ordered the bluetooth speaker over a week ago. Hi, the courier says my package for order #692282 was delivered but it's nowhere to be found.",solved,normal,problem,web_widget,"priority,web",50553,913,2,2025-08-28T19:37:49,2025-08-29T06:05:49,ORD-002,ORD-002,1,False,True,ORD-003,False
10163,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",open,urgent,task,email,priority,50945,921,1,2025-06-08T05:37:44,2025-06-08T11:20:44,PAY-002,GEN-OTHER,1,True,False,,False
10164,Didn't get my discount,I used the code SAVE10 but it didn't apply any discount at checkout.,solved,normal,task,web_widget,,51751,912,2,2025-07-26T08:02:47,2025-07-26T13:08:47,PAY-004,RET-003,1,True,False,,False
10165,This isn't what I ordered,"Hi, the color/size I recieved doesn't match order #194834 at all.",solved,normal,incident,web_widget,ecommerce,52826,916,2,2025-07-13T04:42:53,2025-07-13T18:09:53,PRD-002,PRD-002,1,False,False,,False
10166,Does this come in other sizes?,"Quick question, is the leather wallet compatible with older devices?",closed,high,question,web_widget,priority,53146,905,2,2025-07-22T11:20:55,2025-07-22T18:11:55,PRD-003,PRD-003,1,False,False,,False
10167,Still waiting on refund for #730421,"I returned my order #730421 5 days ago adn haven't seen a refund yet, can you check?",solved,normal,task,email,web,50888,918,1,2025-07-12T07:12:26,2025-07-12T20:41:26,RET-002,ORD-002,1,True,False,,False
10168,Password reset not working,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",open,normal,incident,web_widget,web,50265,909,1,2025-06-12T02:33:44,2025-06-12T17:17:44,ACC-001,ACC-001,1,False,False,,False
10169,Change email on file,"Hi, I need to update the email address on my account.",closed,normal,problem,email,,52986,920,1,2025-08-13T13:03:11,2025-08-13T21:35:11,ACC-002,ACC-002,1,False,False,,False
10170,Defective smartwatch,"Hi, my order arrived and the smartwatch is broken, it won't turn on at all.",solved,low,problem,email,ecommerce,52809,910,1,2025-08-05T22:28:36,2025-08-06T17:02:36,PRD-001,PRD-001,1,False,False,,False
10171,Received wrong product,I ordered the phone case but received a completely different item.,solved,normal,question,web_widget,,50611,908,2,2025-07-01T20:53:24,2025-07-02T09:05:24,PRD-002,PRD-002,1,False,False,,False
10172,Refund status,"I returned my order #606957 14 days ago and haven't seen a refund yet, can yuo check?",pending,low,problem,web_widget,priority,53272,915,2,2025-06-15T00:35:12,2025-06-15T04:52:12,RET-002,RET-002,1,False,False,,False
10173,How do I return this?,"Hi, I'd like to return the backpack from order #562543, can you send me a return label?",pending,normal,question,web_widget,ecommerce,51314,906,1,2025-06-26T04:21:34,2025-06-26T15:03:34,RET-001,RET-001,1,False,False,,False
10174,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the yoga mat over a week ago.",closed,high,incident,email,"vip,web",50433,912,1,2025-07-09T19:37:25,2025-07-10T06:11:25,ORD-002,ORD-002,1,False,False,,False
10175,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",solved,normal,task,web_widget,,51605,905,1,2025-07-31T13:06:21,2025-08-01T05:27:21,PAY-002,PAY-002,1,False,False,,False
10176,Still waiting on refund for #953452,"I returned my order #953452 14 days ago and haven't seen a refund yet, can you check?",open,low,question,email,"mobile_app,vip",52244,905,2,2025-07-05T22:27:04,2025-07-06T07:11:04,RET-002,RET-002,1,False,False,,False
10177,Invoice request for #708979,Where can I download a receipt for my recent purchase?,pending,high,question,web_widget,"ecommerce,web",52024,920,1,2025-06-09T05:46:13,2025-06-09T20:42:13,PAY-003,PAY-003,1,False,False,,False
10178,Password reset not working,"The password reset link you sent isn't working, can you help me get back in?",solved,low,task,email,,52880,917,2,2025-07-03T16:46:07,2025-07-04T05:06:07,ACC-001,ACC-001,1,False,False,,False
10179,Partial refund issue,"Hi, I was only refunded part of my order, can you check what happened?",solved,normal,question,web_widget,"ecommerce,priority",50346,904,1,2025-07-08T20:27:55,2025-07-09T05:32:55,RET-003,RET-003,1,False,False,,False
10180,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",closed,urgent,problem,web_widget,,52990,923,1,2025-08-18T05:16:48,2025-08-18T18:13:48,PAY-002,PAY-002,1,False,False,,False
10181,Defective phone case,"Hi, my order arrived and the phone case is broken, it won't turn on at all.",solved,normal,problem,email,priority,52846,919,2,2025-08-06T04:05:50,2025-08-06T10:29:50,PRD-001,PAY-004,1,True,False,,False
10182,Where is my refund?,"Hi, when will I get my money back for the item I sent back?",solved,normal,task,web_widget,,51986,905,2,2025-08-18T11:05:02,2025-08-18T15:55:02,RET-002,RET-002,1,False,False,,False
10183,Still waiting on refund for #811451,"Hi, when will I get my money back for the item I sent back?",closed,normal,incident,web_widget,,52172,913,1,2025-08-24T09:32:51,2025-08-24T21:25:51,RET-002,RET-002,1,False,False,,False
